user_text,predicted_label,edit_count
Pessimist2006,Geography.Regions.Europe.Southern_Europe,329
Tera-Diego,Culture.Sports,329
Adrian silvera,Culture.Media.Media*,327
Antoine.b,Culture.Sports,327
Citation bot,History_and_Society.Military_and_warfare,327
Cocolacoste,Culture.Media.Media*,327
Deathisallaroundus,History_and_Society.History,327
Malamagic,Culture.Sports,327
Maybe75,Culture.Biography.Biography*,327
Biobot,History_and_Society.History,326
Dominikcapuan,Culture.Media.Television,326
Masti,Culture.Biography.Biography*,326
Themanwithnowifi,Culture.Sports,326
11koyo11,Geography.Regions.Asia.West_Asia,325
Georg Hügler,Culture.Biography.Biography*,325
LokasBot,Geography.Regions.Asia.West_Asia,325
OswaldLR,Culture.Media.Media*,325
Οἶδα,Culture.Media.Films,325
Damon899,Geography.Regions.Americas.South_America,324
Kitayama,Geography.Regions.Europe.Northern_Europe,324
Starship.paint,Geography.Regions.Americas.North_America,324
EyeBot,Culture.Media.Films,323
Helper201,History_and_Society.Politics_and_government,323
Htz67,Geography.Regions.Americas.South_America,323
Letstown,Culture.Media.Media*,322
Mr. Durning,Culture.Media.Films,322
Кухарь Анатолий,Culture.Biography.Biography*,322
MenoBot,Culture.Media.Media*,321
KENT light,Culture.Media.Media*,319
MenoBot,Culture.Philosophy_and_religion,319
Moiikke,Culture.Biography.Biography*,319
Ternera,Culture.Biography.Biography*,319
TheBellaTwins1445,Culture.Media.Media*,319
Thomas Dresler,Culture.Biography.Biography*,319
Alex NB OT,History_and_Society.History,318
Davide King,History_and_Society.Politics_and_government,318
Lzeuq,Culture.Sports,318
Raúl Quintana Tarufetti,Culture.Sports,318
Corwin of Amber,Culture.Media.Media*,317
Frank Lloyd Wright 2,Geography.Regions.Europe.Western_Europe,317
InternetArchiveBot,Culture.Media.Music,317
JaflaumS05,Culture.Sports,317
Michel Bakni,Geography.Regions.Asia.West_Asia,317
Акутагава,Culture.Sports,317
ArioKarev,Culture.Sports,316
FrescoBot,Geography.Regions.Europe.Southern_Europe,316
Clerkon,Geography.Regions.Europe.Europe*,315
Aib.52,Culture.Biography.Biography*,314
Darth Stabro,Culture.Philosophy_and_religion,314
MenoBot,STEM.STEM*,314
Skazi,Culture.Media.Video_games,314
Deamonpen,History_and_Society.Politics_and_government,313
Horst Gräbner,Culture.Biography.Biography*,313
Michi81,Culture.Media.Films,313
The Arjhatiri,Geography.Regions.Americas.South_America,313
Arek1632,Culture.Sports,312
Tector,Culture.Sports,312
Alefcon0,Geography.Regions.Europe.Southern_Europe,311
Masdampipa,Culture.Sports,311
Mirmok12,Culture.Sports,311
Leonpolanco,Culture.Sports,310
Stragier t,Culture.Sports,310
Barcival,Culture.Sports,309
Dancrpu,Culture.Visual_arts.Comics_and_Anime,309
Frank Lloyd Wright 2,Culture.Biography.Biography*,309
Minoo,Culture.Biography.Biography*,309
Oeleau,Geography.Regions.Europe.Eastern_Europe,309
Sgh45,Geography.Regions.Africa.Northern_Africa,309
Educard1014,Culture.Sports,308
Alex NB OT,Geography.Regions.Europe.Western_Europe,307
Janitoalevic,Geography.Regions.Americas.South_America,307
Pessimist2006,Geography.Regions.Europe.Europe*,307
Skazi,Culture.Internet_culture,307
CommonsDelinker,Geography.Regions.Asia.West_Asia,306
MBHbot,Culture.Biography.Biography*,306
Q-bit array,Culture.Biography.Biography*,306
Tector,Geography.Regions.Americas.South_America,306
LNTG,Geography.Regions.Asia.North_Asia,305
Matrek,History_and_Society.Military_and_warfare,305
CommonsDelinker,Geography.Regions.Americas.North_America,304
El flacucho venezolano,Culture.Sports,304
Tatterdemalion2,Culture.Biography.Biography*,304
28 av,Culture.Media.Media*,303
Disembodied Soul,Culture.Biography.Biography*,303
Citation bot,Culture.Media.Music,302
L'Ospite Inatteso,Culture.Media.Films,302
MalarzBOT,Culture.Media.Media*,302
ManFromNord,Culture.Sports,302
Pessimist2006,Culture.Philosophy_and_religion,301
Frank Sonnenkind,Culture.Biography.Biography*,300
Malp89,Geography.Regions.Europe.Southern_Europe,299
Saschaporsche,Culture.Sports,299
Egidio24,Geography.Regions.Europe.Europe*,298
Kamilx2x2,Culture.Biography.Biography*,298
Nhriber,Culture.Biography.Biography*,298
Rafstr,Culture.Biography.Biography*,298
RuffMalone03,Culture.Sports,298
XxAlanEZExX,Culture.Biography.Biography*,298
Граф Рауль Валуа,History_and_Society.History,298
Californipedia,Culture.Biography.Biography*,297
Choco115,Culture.Biography.Biography*,297
MrWikiLeague,Culture.Sports,297
Rafstr,Culture.Sports,297
Sldst-bot,Culture.Biography.Biography*,297
Alsoriano97,UNKNOWN,295
Mamikate,Culture.Biography.Biography*,295
Mirmok12,Geography.Regions.Europe.Europe*,295
Rodgod,Culture.Sports,295
Tamerbulgari,Culture.Media.Media*,295
BOT-Superzerocool,STEM.STEM*,294
RALFFPL,STEM.STEM*,294
Diffidente,Culture.Visual_arts.Comics_and_Anime,293
GianluSport,Geography.Regions.Europe.Southern_Europe,293
BLanco797,Culture.Media.Media*,292
Bradipo Lento,Culture.Sports,292
N9602,Geography.Regions.Americas.South_America,291
Ontzak,Culture.Sports,291
Cgixn,Geography.Geographical,290
Jorge2mg,Geography.Regions.Americas.South_America,290
Kwintesencjax,Culture.Media.Television,290
Pequod76,Culture.Biography.Biography*,290
Alefcon0,Culture.Sports,289
Etrusko25,STEM.STEM*,289
Il buon ladrone,Culture.Media.Media*,289
Jossiphon,Culture.Biography.Biography*,289
Teflon94,Culture.Sports,289
Bimber of Magic,Culture.Sports,288
Kodryk750,Culture.Sports,288
LeninVtumane,Culture.Media.Media*,288
MBHbot,Geography.Regions.Europe.Europe*,288
Psychloppos,History_and_Society.Politics_and_government,288
Schraubenbürschchen,Culture.Media.Media*,288
Moiikke,Geography.Regions.Europe.Western_Europe,287
Rosaelisil4,Geography.Regions.Americas.South_America,287
Boston9,Geography.Regions.Europe.Eastern_Europe,286
Leonprimer,Culture.Sports,286
Zmc988,Culture.Sports,286
37.103.42.18,Culture.Media.Media*,285
Brodkey65,Culture.Biography.Biography*,285
MiguelAlanCS,Culture.Biography.Biography*,285
Редактор БСВ,Culture.Biography.Biography*,285
3knolls,Geography.Regions.Europe.Southern_Europe,284
Invisigoth67,Culture.Sports,284
Schrike,Culture.Biography.Biography*,284
Wetowp5029,History_and_Society.History,284
Chien,Geography.Regions.Americas.South_America,283
Disembodied Soul,Geography.Regions.Europe.Northern_Europe,283
Nhriber,Geography.Regions.Americas.South_America,283
Pinkfloyd3,Culture.Sports,283
ItwikiBot,Culture.Sports,282
Jiwonly,Culture.Media.Media*,282
Ken006,Culture.Media.Media*,282
RixToken2007,Culture.Media.Media*,282
Serecki,Culture.Media.Media*,282
Emilio2005,Culture.Media.Media*,281
NnieAndersson,Geography.Regions.Africa.Africa*,281
Stïnger,Culture.Biography.Biography*,281
TAnthony,Culture.Media.Media*,281
Ale300885,Geography.Regions.Europe.Southern_Europe,280
Fonero,Geography.Regions.Europe.Western_Europe,280
No choice at all,History_and_Society.History,280
SeroBOT,Culture.Linguistics,280
Нейроманьяк,Culture.Media.Media*,280
Javierbenitez97,Culture.Sports,279
RageJam,Geography.Regions.Americas.South_America,279
SchlurcherBot,Geography.Regions.Europe.Western_Europe,279
JasterOmega,Culture.Philosophy_and_religion,278
Цветочная луна,Culture.Media.Films,278
AMBlanco25,Geography.Regions.Americas.South_America,277
CheckWikiBOT,Culture.Media.Media*,277
Gigi er Gigliola,Geography.Regions.Europe.Southern_Europe,277
Happytravels,Culture.Media.Media*,277
Masti,Geography.Regions.Europe.Eastern_Europe,277
Sumeor 29567,Culture.Media.Media*,277
WeiteHorizonte,Culture.Performing_arts,277
Ger977,History_and_Society.History,276
InternetArchiveBot,History_and_Society.Politics_and_government,276
EyeBot,History_and_Society.Military_and_warfare,275
AMBlanco25,Geography.Regions.Africa.Africa*,274
Angiricc05,Culture.Media.Media*,274
Antonius6317,Culture.Sports,274
Automoderador,Culture.Media.Music,274
Automoderador,Geography.Regions.Europe.Europe*,274
Dr.mabuse,Geography.Regions.Europe.Europe*,274
Krunak,Geography.Regions.Americas.South_America,274
Sam Al-Sabri,Geography.Regions.Asia.West_Asia,274
Vítor,Culture.Sports,274
WeiterWeg,Culture.Biography.Biography*,274
AGTabares,Culture.Media.Media*,273
Dajasj,Geography.Regions.Europe.Western_Europe,273
SeroBOT,Culture.Media.Television,273
BeyPolite,Culture.Biography.Biography*,272
Serienfan2010,Culture.Sports,272
JoeyReality,Geography.Regions.Europe.Southern_Europe,271
Kuriosatempel,Culture.Sports,271
SeroBOT,Geography.Regions.Europe.Northern_Europe,271
Alex NB OT,Geography.Regions.Americas.North_America,270
Dreamerpedia,Geography.Regions.Americas.South_America,270
Escritor curioso,Culture.Media.Media*,270
Franek Vetulani,Culture.Biography.Biography*,270
Sami Hossam 10,Culture.Sports,270
Sean.fltr,Culture.Media.Media*,270
SeroBOT,History_and_Society.Society,270
Dzony336,Culture.Media.Music,269
InternetArchiveBot,Geography.Regions.Europe.Eastern_Europe,269
Saver47,Culture.Sports,269
Eniisi Lisika,Culture.Linguistics,267
Lobo kun mfc,Culture.Sports,267
MalarzBOT,Culture.Sports,267
Minguu,Culture.Media.Media*,267
SchlurcherBot,Geography.Regions.Europe.Eastern_Europe,267
Cliffordwielkipies,Culture.Biography.Biography*,266
ELTISAFE,Culture.Biography.Biography*,266
Serienfan2010,Culture.Media.Media*,266
SeroBOT,Geography.Regions.Asia.West_Asia,266
AndrzeiBOT,Geography.Regions.Europe.Eastern_Europe,265
Gustav von Aschenbach,Culture.Media.Media*,265
Justwiki,Culture.Sports,265
Maxeto0910,Culture.Biography.Biography*,265
Spaniel2020,Culture.Media.Television,265
Friniate,Culture.Biography.Biography*,264
LNTG,Geography.Regions.Europe.Europe*,264
Tomyiy,Culture.Sports,264
MenoBot,Geography.Regions.Africa.Africa*,263
Metalcore92,Culture.Sports,263
Zipan,Culture.Sports,263
Ahad.F,Culture.Sports,262
Californipedia,Culture.Media.Music,262
Mithoron,Culture.Media.Media*,262
Schraubenbürschchen,Culture.Biography.Biography*,262
Baku,Geography.Regions.Europe.Southern_Europe,261
Mirco2324,Culture.Sports,261
Turnopoems,Geography.Regions.Africa.Africa*,261
Casisgaal,Culture.Media.Media*,260
Dominikcapuan,Culture.Media.Media*,260
InternetArchiveBot,History_and_Society.Military_and_warfare,260
Lex2109,Culture.Biography.Biography*,260
OkarinSG,Geography.Regions.Americas.South_America,260
Rael3,Culture.Media.Media*,260
Клайв,Culture.Biography.Biography*,260
Cherkash,Culture.Sports,259
Letstown,Culture.Biography.Biography*,259
Maxeto0910,History_and_Society.Politics_and_government,259
Quinlan83,Culture.Media.Media*,259
YogSothoth,Geography.Regions.Europe.Southern_Europe,259
CommonsDelinker,STEM.STEM*,258
FeltriaUrbsPicta,Geography.Regions.Europe.Southern_Europe,258
JoeyReality,Culture.Media.Television,258
Pigsonthewing,Culture.Media.Media*,258
Rupeliano,Culture.Sports,258
Sailorsfriend,STEM.STEM*,258
Schotterebene,Culture.Media.Media*,258
Soulreaper,Culture.Media.Media*,258
Wurstwicht,Culture.Sports,258
KamilosR,Culture.Philosophy_and_religion,257
Stef1999,Geography.Regions.Africa.Africa*,257
Firobuz,History_and_Society.Transportation,256
Friniate,Geography.Regions.Europe.Europe*,256
Gac,Culture.Biography.Biography*,256
Karol739,Geography.Regions.Europe.Eastern_Europe,256
Manyareasexpert,Geography.Regions.Europe.Eastern_Europe,256
Skrvdmr,Geography.Regions.Asia.North_Asia,256
Штрих,History_and_Society.History,256
Broad-Rat,Culture.Visual_arts.Comics_and_Anime,255
LokasBot,Culture.Media.Media*,255
Luicheto,Culture.Media.Music,255
Pessottino,Culture.Sports,255
SeroBOT,Culture.Food_and_drink,255
SeroBOT,Culture.Internet_culture,255
SpiderMum,Culture.Biography.Biography*,255
Gac,Culture.Sports,254
MBHbot,STEM.STEM*,253
Mohammdaon,Culture.Sports,253
InternetArchiveBot,Geography.Regions.Asia.West_Asia,252
Lk95,Culture.Media.Media*,252
LogicalLens,STEM.STEM*,252
SeroBOT,History_and_Society.Business_and_economics,252
Hateka53,Culture.Sports,251
SeroBOT,Geography.Regions.Africa.Africa*,251
EyeBot,Culture.Philosophy_and_religion,250
IvanScrooge98,Culture.Media.Media*,250
Skazi,Culture.Biography.Biography*,250
DandyBronz,Culture.Biography.Biography*,249
Zmechowiec 75,History_and_Society.Transportation,249
Egidio24,STEM.STEM*,248
Gac,Geography.Regions.Europe.Southern_Europe,248
Ilfnv,Culture.Media.Media*,248
Boerkevitz,Geography.Regions.Europe.Western_Europe,247
DIEXEL,History_and_Society.History,247
FaChol,Culture.Biography.Biography*,247
Anhn,Culture.Biography.Biography*,246
Siradan,UNKNOWN,246
Beta15,Culture.Sports,245
Joephuh,Culture.Sports,245
Rosaelisil4,Culture.Sports,245
Valepert,Culture.Biography.Biography*,245
FMSky,History_and_Society.Politics_and_government,244
Fgfdgfdgfdgdffdgfdgfdgcddfssdffsdfsdrgfefv,Geography.Regions.Asia.North_Asia,244
Gac,Culture.Media.Media*,244
Janjonas,Culture.Sports,244
Rubinbot,Culture.Media.Media*,244
Freddiev600,Culture.Media.Media*,243
Jerezlakes,Culture.Media.Television,243
JoeyReality,Culture.Media.Media*,243
JoramJanssen,Culture.Sports,243
Khiari,Geography.Regions.Americas.South_America,243
KiranBOT,Culture.Media.Films,243
MartinD,Geography.Regions.Europe.Western_Europe,243
PasqualeIndulgenza,Geography.Regions.Europe.Southern_Europe,243
PizzaKing13,History_and_Society.Politics_and_government,243
Quickboys1920,Culture.Sports,243
Saloca,Culture.Biography.Biography*,243
Zso3a,Culture.Media.Media*,243
Jelo.lodz,Culture.Sports,242
LennBr,Culture.Sports,242
زكرياء نوير,Culture.Sports,242
EyeBot,Culture.Internet_culture,241
RafaEl030794,Culture.Sports,241
TandrexBetaV,Geography.Regions.Asia.West_Asia,241
Lukas OG,Geography.Regions.Americas.South_America,240
Phantomas,Culture.Sports,240
Radis,Culture.Sports,240
Valepert,Culture.Media.Media*,240
Alex NB OT,Geography.Regions.Asia.West_Asia,239
Cossrad,Geography.Regions.Europe.Eastern_Europe,239
Fwsa Willian,Culture.Sports,239
Khiari,Culture.Media.Media*,239
RedPiranha,Culture.Sports,239
Botcrux,STEM.STEM*,238
Citation bot,Geography.Regions.Africa.Africa*,238
Kuminho,Culture.Sports,238
Nhriber,STEM.STEM*,238
Wikivid21,Geography.Regions.Europe.Southern_Europe,238
BOT-Superzerocool,Geography.Regions.Europe.Southern_Europe,237
Davidgutierrezalvarez,Geography.Regions.Americas.South_America,237
Hugogs02,Culture.Sports,237
InternetArchiveBot,Geography.Regions.Europe.Southern_Europe,237
KrBot,Culture.Biography.Biography*,237
Krg1s,Culture.Biography.Biography*,237
Quinlan83,Culture.Biography.Biography*,237
باسم,STEM.STEM*,237
Soulreaper,Culture.Sports,236
Alex234,History_and_Society.Politics_and_government,235
ErikvanB,Culture.Media.Media*,235
Haddad Maia fan,Culture.Sports,235
Pzycho25,Culture.Media.Music,235
Ricjac,Culture.Biography.Biography*,235
Tector,Culture.Media.Media*,234
Karol739,Culture.Biography.Biography*,233
Sailorsfriend,History_and_Society.Military_and_warfare,233
Vale93b,Culture.Sports,233
Agustín Riobó,Geography.Regions.Europe.Europe*,232
LNTG,STEM.STEM*,232
Magen,Culture.Biography.Biography*,232
Cimbom1991,Culture.Sports,231
Viper688,Culture.Media.Media*,231
Zymmo,Culture.Biography.Biography*,231
CommonsDelinker,Geography.Regions.Europe.Eastern_Europe,230
FMSky,Culture.Media.Music,230
Michael 709,Culture.Philosophy_and_religion,230
Riottoso,Culture.Sports,230
Stephan1000000,Culture.Visual_arts.Comics_and_Anime,230
Achmad Rachmani,Culture.Sports,229
Antonio1952,Culture.Philosophy_and_religion,229
Corwin of Amber,Culture.Sports,229
Croberto68,Culture.Philosophy_and_religion,229
Michel Bakni,History_and_Society.Military_and_warfare,229
Antonio tart.,Culture.Media.Media*,228
PedroAcero76,Culture.Biography.Biography*,228
Topolgnussy,Culture.Media.Entertainment,228
Justwiki,Culture.Biography.Biography*,227
LNTG,Geography.Regions.Asia.Asia*,227
Sokrates 399,Geography.Regions.Europe.Europe*,227
سعد المؤرخ,Geography.Regions.Asia.West_Asia,227
Anmey10112,Culture.Media.Media*,226
Eniisi Lisika,Geography.Regions.Africa.Africa*,226
Gianlu2790,UNKNOWN,226
Joule85,Culture.Sports,226
M.lebedev,Culture.Media.Media*,226
Norbert zeescouts,Geography.Regions.Europe.Western_Europe,226
Osnenzo,Culture.Biography.Biography*,226
PeppePagliaro,Culture.Sports,226
Torsolo,Culture.Sports,226
Casisgaal,STEM.STEM*,225
Michel Bakni,STEM.STEM*,225
Клайв,Culture.Media.Media*,225
84.211.27.99,Culture.Sports,224
Pazio Paz,Culture.Visual_arts.Visual_arts*,224
Eniisi Lisika,Geography.Regions.Europe.Eastern_Europe,223
InternetArchiveBot,Geography.Regions.Asia.North_Asia,223
Marima,Culture.Biography.Biography*,223
Citation bot,Geography.Regions.Asia.West_Asia,222
GianluSport,History_and_Society.Politics_and_government,222
LNTG,Geography.Regions.Europe.Eastern_Europe,222
LokasBot,Culture.Sports,222
Uli Elch,History_and_Society.Transportation,222
Vmzp85,History_and_Society.Transportation,222
أبو برهان,Culture.Biography.Biography*,222
212.21.225.246,Culture.Sports,221
AndrzeiBOT,Culture.Media.Media*,221
Friniate,Geography.Regions.Europe.Southern_Europe,221
Giupe0305,Culture.Biography.Biography*,221
Szturnek,History_and_Society.Politics_and_government,221
Tgeorgescu,Culture.Philosophy_and_religion,221
Enredados,Culture.Biography.Biography*,220
UniStudent2102,Culture.Sports,220
Yannick1,Culture.Sports,220
Domi402,Geography.Regions.Europe.Europe*,219
Leonpolanco,Culture.Media.Media*,219
Libertad 17,Geography.Regions.Europe.Western_Europe,219
Maxeto0910,Geography.Regions.Europe.Western_Europe,219
RoBri,Culture.Biography.Biography*,219
Skulljujos,Geography.Regions.Americas.South_America,219
Jet Pilot,Culture.Media.Media*,218
Jmanlucas,Culture.Biography.Biography*,218
The-anyel,Culture.Sports,218
Ankermast,Culture.Biography.Biography*,217
Kapuziner 2,Culture.Biography.Biography*,217
Khiari,Culture.Biography.Biography*,217
Luke Stark 96,Culture.Media.Media*,217
Mareczekkk,Culture.Biography.Biography*,217
Mortgage,Culture.Media.Films,217
Noel baran,UNKNOWN,217
Pyaet,Culture.Sports,217
Николай Эйхвальд,Culture.Media.Films,217
1996Daniele,Culture.Media.Media*,216
Corradonetherlands,Culture.Sports,216
Frank Lloyd Wright 2,Geography.Regions.Europe.Europe*,216
Ornithodiez,STEM.STEM*,216
Serols,Culture.Biography.Biography*,216
Thymelikos,Culture.Sports,216
Дюнка Старж,Culture.Media.Media*,216
Alex NB OT,History_and_Society.Politics_and_government,215
DenSportgladeSkåningen,Geography.Regions.Europe.Northern_Europe,215
Oeleau,Culture.Biography.Biography*,215
ShabeBot,Geography.Regions.Europe.Europe*,215
Thomas Dresler,Culture.Media.Media*,215
Vladimir Solovjev,Culture.Biography.Biography*,215
Eugene M,History_and_Society.History,214
Franar8,Culture.Visual_arts.Comics_and_Anime,214
Invisigoth67,Geography.Regions.Americas.North_America,214
Irraza1910,Culture.Biography.Biography*,214
Koftra,Geography.Regions.Europe.Europe*,214
Luisalvaz,Culture.Media.Media*,214
Mr. Durning,Culture.Media.Television,214
Orczar,Culture.Media.Music,214
Eniisi Lisika,Geography.Regions.Asia.North_Asia,213
Акутагава,History_and_Society.History,213
190.84.40.7,Culture.Media.Media*,212
Anmey10112,Culture.Media.Television,212
Fravona,Culture.Sports,212
Frygkj,STEM.Medicine_&_Health,212
KiranBOT,Geography.Regions.Americas.North_America,212
Rodelar,Culture.Biography.Biography*,212
SeroBOT,Geography.Regions.Asia.East_Asia,212
Stïnger,Culture.Sports,212
