user_text,Geography.Geographical,Geography.Regions.Africa.Africa*,Geography.Regions.Africa.Central_Africa,Geography.Regions.Africa.Eastern_Africa,Geography.Regions.Africa.Northern_Africa,Geography.Regions.Africa.Southern_Africa,Geography.Regions.Africa.Western_Africa,Geography.Regions.Americas.Central_America,Geography.Regions.Americas.North_America,Geography.Regions.Americas.South_America,Geography.Regions.Asia.Asia*,Geography.Regions.Asia.Central_Asia,Geography.Regions.Asia.East_Asia,Geography.Regions.Asia.North_Asia,Geography.Regions.Asia.South_Asia,Geography.Regions.Asia.Southeast_Asia,Geography.Regions.Asia.West_Asia,Geography.Regions.Europe.Eastern_Europe,Geography.Regions.Europe.Europe*,Geography.Regions.Europe.Northern_Europe,Geography.Regions.Europe.Southern_Europe,Geography.Regions.Europe.Western_Europe,Geography.Regions.Oceania,total,top_label
Vittoriochichia,0,18,0,0,0,0,0,2,31,5,25,0,0,0,0,13,1,9,148,3,116,8,2,381,Geography.Regions.Europe.Europe*
MeleMeleVisione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,381,Geography.Regions.Europe.Southern_Europe
Wikinger08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,371,1,379,Geography.Regions.Europe.Western_Europe
Koftra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,214,0,0,0,0,379,Geography.Regions.Europe.Europe*
Luisalvaz,3,13,0,0,1,1,0,10,130,113,10,0,7,10,0,1,13,7,29,3,17,9,1,378,Geography.Regions.Americas.North_America
محمد أحمد عبد الفتاح,5,30,0,0,24,0,0,6,22,7,55,1,3,0,3,0,153,18,12,17,2,17,1,376,Geography.Regions.Asia.West_Asia
Rafstr,7,7,0,0,1,0,0,23,45,106,12,0,8,6,2,0,26,5,48,10,51,16,1,374,Geography.Regions.Americas.South_America
Cyclone605,3,27,0,0,16,0,0,0,28,5,101,0,16,0,1,0,118,17,28,0,3,9,0,372,Geography.Regions.Asia.West_Asia
Apdency,4,9,0,4,0,0,0,3,12,10,22,0,8,2,2,1,14,10,37,5,17,210,0,370,Geography.Regions.Europe.Western_Europe
W2k2,3,7,0,0,5,0,0,5,9,1,11,1,1,4,0,0,4,179,98,3,9,25,2,367,Geography.Regions.Europe.Eastern_Europe
Zollernalb,3,4,0,0,1,1,0,0,29,2,5,0,2,0,6,3,15,2,97,4,1,186,4,365,Geography.Regions.Europe.Western_Europe
Josedm,0,0,0,0,0,0,0,0,1,364,0,0,0,0,0,0,0,0,0,0,0,0,0,365,Geography.Regions.Americas.South_America
Tiburonboliviano,0,0,0,0,0,0,0,22,1,336,3,0,0,0,0,0,1,0,1,0,1,0,0,365,Geography.Regions.Americas.South_America
Phi,4,0,0,0,0,0,0,0,19,1,11,0,0,3,0,0,28,9,113,2,1,172,1,364,Geography.Regions.Europe.Western_Europe
Fan-vom-Wiki,1,5,0,0,0,0,0,13,14,4,30,0,4,1,1,1,12,7,69,1,6,194,0,363,Geography.Regions.Europe.Western_Europe
GianluSport,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,58,1,293,2,0,362,Geography.Regions.Europe.Southern_Europe
N9602,0,0,0,0,0,0,0,9,1,291,0,51,1,0,0,0,0,1,3,1,1,2,1,362,Geography.Regions.Americas.South_America
Dajasj,4,0,0,0,0,0,0,1,34,5,2,0,0,0,1,0,4,2,35,0,0,273,0,361,Geography.Regions.Europe.Western_Europe
TrinacrianGolem,5,6,0,0,0,0,0,0,16,4,11,0,1,3,1,0,136,14,68,0,88,7,1,361,Geography.Regions.Asia.West_Asia
Tobby72,0,22,0,0,0,0,0,6,84,6,85,0,8,1,5,4,45,17,44,12,4,6,10,359,Geography.Regions.Asia.Asia*
Traitrich,7,15,0,0,3,0,0,28,47,65,19,0,9,1,2,0,16,7,62,5,58,12,3,359,Geography.Regions.Americas.South_America
Ankermast,0,2,0,0,0,0,0,3,25,2,14,0,29,0,0,2,14,1,82,1,3,178,0,356,Geography.Regions.Europe.Western_Europe
Malarz pl,3,3,0,0,0,0,0,0,11,1,14,1,4,0,0,0,12,204,81,2,8,9,3,356,Geography.Regions.Europe.Eastern_Europe
Alefcon0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,311,0,0,355,Geography.Regions.Europe.Southern_Europe
Janik98,4,42,0,2,0,0,0,6,3,32,30,0,2,1,0,6,41,9,78,0,92,6,0,354,Geography.Regions.Europe.Southern_Europe
Runab,24,0,0,0,2,0,0,0,2,0,12,0,0,0,0,0,1,116,175,1,3,6,10,352,Geography.Regions.Europe.Europe*
~2025-31878-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,351,Geography.Regions.Europe.Europe*
Sfs90,0,0,0,0,0,0,0,2,4,339,0,0,0,0,0,0,0,0,2,3,1,0,0,351,Geography.Regions.Americas.South_America
Erokhin,7,0,0,0,0,0,0,0,0,0,93,0,0,59,0,2,8,160,21,0,0,0,0,350,Geography.Regions.Europe.Eastern_Europe
Skazi,15,11,0,0,0,0,0,4,14,1,56,0,10,81,0,2,2,59,58,16,2,17,0,348,Geography.Regions.Asia.North_Asia
Alpinu,1,7,0,2,2,1,0,13,71,124,9,0,8,0,3,0,15,3,26,9,35,17,2,348,Geography.Regions.Americas.South_America
Bruno Rosta,12,5,0,0,1,0,0,0,14,1,17,0,0,1,0,0,17,10,67,168,11,23,0,347,Geography.Regions.Europe.Northern_Europe
MemicznyJanusz,4,2,0,0,1,0,0,0,18,1,11,0,1,1,0,0,3,173,114,2,8,6,1,346,Geography.Regions.Europe.Eastern_Europe
Stef1999,0,257,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,343,Geography.Regions.Africa.Africa*
Derkoenig,2,7,0,0,1,0,0,0,30,7,4,0,2,0,2,0,8,5,99,6,0,167,2,342,Geography.Regions.Europe.Western_Europe
Skrvdmr,0,0,0,0,0,0,0,0,17,0,25,0,0,256,0,0,4,27,7,0,2,4,0,342,Geography.Regions.Asia.North_Asia
Lukati,1,0,0,0,0,0,0,0,47,8,0,0,0,0,0,0,141,0,34,0,0,110,0,341,Geography.Regions.Asia.West_Asia
Fonero,1,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,38,0,0,280,0,339,Geography.Regions.Europe.Western_Europe
3knolls,0,1,0,0,0,0,0,3,3,1,3,0,0,0,0,0,0,0,44,0,284,0,0,339,Geography.Regions.Europe.Southern_Europe
Ґайдечахв74Лпадаоо,0,1,0,0,0,0,0,0,3,0,5,0,1,34,0,0,0,192,100,0,0,2,0,338,Geography.Regions.Europe.Eastern_Europe
Boerkevitz,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,5,44,7,22,247,2,336,Geography.Regions.Europe.Western_Europe
Elwood,1,7,0,0,1,0,0,2,97,3,20,0,6,4,1,0,12,6,70,16,69,17,3,335,Geography.Regions.Americas.North_America
Ciacho5,5,3,0,0,1,0,0,0,12,2,19,0,2,2,1,0,3,168,85,11,11,9,1,335,Geography.Regions.Europe.Eastern_Europe
11koyo11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,325,0,2,3,0,0,0,334,Geography.Regions.Asia.West_Asia
Antoine.b,10,16,0,0,2,0,0,7,28,13,12,0,9,1,2,1,18,10,83,7,26,87,2,334,Geography.Regions.Europe.Western_Europe
LennBr,0,0,0,0,0,0,0,0,107,1,9,0,0,0,2,0,10,49,75,3,0,76,0,332,Geography.Regions.Americas.North_America
BFD-69,1,0,0,0,1,0,0,0,1,4,45,0,0,183,0,0,1,75,19,2,0,0,0,332,Geography.Regions.Asia.North_Asia
Californipedia,0,2,0,0,1,0,0,28,36,205,12,0,0,0,0,0,28,0,10,0,6,3,0,331,Geography.Regions.Americas.South_America
Буратинатор,0,0,0,0,0,0,0,31,23,65,15,0,0,10,30,0,0,62,53,0,0,42,0,331,Geography.Regions.Americas.South_America
Jet Pilot,6,4,0,0,4,0,0,17,56,50,27,0,8,3,4,2,10,16,54,11,32,19,4,327,Geography.Regions.Americas.North_America
Listz3,1,9,0,0,0,0,0,0,3,0,3,0,4,4,0,0,6,10,72,204,6,5,0,327,Geography.Regions.Europe.Northern_Europe
Damon899,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,3,0,0,327,Geography.Regions.Americas.South_America
Crazy1880,3,23,0,0,0,0,0,12,31,6,24,0,3,0,1,4,27,8,68,8,9,95,4,326,Geography.Regions.Europe.Western_Europe
Karmelki90,4,0,0,0,0,0,0,1,4,19,71,0,3,0,0,0,2,165,48,2,0,7,0,326,Geography.Regions.Europe.Eastern_Europe
Htz67,0,0,0,0,0,0,0,0,1,323,0,0,0,0,0,0,2,0,0,0,0,0,0,326,Geography.Regions.Americas.South_America
أيمن 1974,0,8,0,0,11,0,0,0,9,1,62,0,0,0,0,0,191,0,20,5,5,12,1,325,Geography.Regions.Asia.West_Asia
Soulreaper,2,4,0,0,1,0,0,12,57,116,12,0,5,3,3,1,7,8,31,7,41,13,2,325,Geography.Regions.Americas.South_America
AVIADOR,1,13,0,0,1,0,0,20,39,127,3,0,7,0,2,1,21,2,24,5,49,9,0,324,Geography.Regions.Americas.South_America
KrBot,2,1,0,0,0,0,1,2,14,3,63,1,4,76,2,9,12,68,40,4,4,14,4,324,Geography.Regions.Asia.North_Asia
L. aus W.,0,49,0,0,0,0,0,12,41,10,31,0,3,2,1,6,10,12,46,6,21,63,9,322,Geography.Regions.Europe.Western_Europe
Malurosu,6,34,0,3,10,0,0,19,11,100,10,0,14,0,3,10,25,9,13,20,10,15,10,322,Geography.Regions.Americas.South_America
Vega,2,22,0,0,2,0,0,0,15,2,16,0,2,0,0,0,7,12,74,7,12,141,1,315,Geography.Regions.Europe.Western_Europe
The Arjhatiri,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,313,Geography.Regions.Americas.South_America
Lektor w,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,1,199,2,2,88,0,312,Geography.Regions.Europe.Europe*
King10,0,0,0,0,1,0,0,1,1,0,0,0,0,99,0,0,3,201,6,0,0,0,0,312,Geography.Regions.Europe.Eastern_Europe
~2025-31373-67,0,11,0,3,0,0,0,9,59,0,45,0,3,15,0,1,3,8,91,1,54,8,0,311,Geography.Regions.Europe.Europe*
Turnopoems,0,261,0,0,0,0,0,0,0,28,0,0,0,0,0,0,21,0,0,0,0,0,0,310,Geography.Regions.Africa.Africa*
Lulasaurius,3,8,0,0,0,0,0,16,30,197,7,0,3,1,0,2,17,1,8,4,2,10,0,309,Geography.Regions.Americas.South_America
Mitte27,5,10,0,0,0,0,0,0,8,3,59,3,4,60,0,1,4,83,52,2,1,8,3,306,Geography.Regions.Europe.Eastern_Europe
FeltriaUrbsPicta,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,15,10,258,9,0,305,Geography.Regions.Europe.Southern_Europe
CRau080,0,0,0,0,0,0,0,0,12,0,7,0,0,0,10,0,19,91,147,0,0,18,0,304,Geography.Regions.Europe.Europe*
Lowersilesian,4,14,0,0,0,0,0,3,47,5,35,0,3,6,0,0,19,100,48,4,3,8,4,303,Geography.Regions.Europe.Eastern_Europe
Malp89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,299,0,0,303,Geography.Regions.Europe.Southern_Europe
PedroAcero76,3,5,0,0,2,0,0,12,18,52,5,0,4,7,1,0,9,7,53,7,100,17,0,302,Geography.Regions.Europe.Southern_Europe
Eddy 97,0,0,0,0,0,0,0,0,32,13,0,0,0,0,0,0,168,0,9,0,3,76,0,301,Geography.Regions.Asia.West_Asia
Saloca,3,2,0,0,2,0,0,10,111,82,5,0,5,5,0,0,7,7,22,3,25,11,0,300,Geography.Regions.Americas.North_America
Zmechowiec 75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,93,1,0,0,0,300,Geography.Regions.Europe.Eastern_Europe
Maundwiki,6,10,0,0,0,0,0,3,11,6,17,0,1,0,0,0,9,4,45,166,8,14,0,300,Geography.Regions.Europe.Northern_Europe
Jorge2mg,0,0,0,0,0,0,0,0,6,290,0,0,0,0,0,0,0,0,2,0,0,1,0,299,Geography.Regions.Americas.South_America
Dalkentis,18,0,0,0,0,0,0,0,149,0,90,0,0,0,0,0,1,28,13,0,0,0,0,299,Geography.Regions.Americas.North_America
Anhn,3,0,0,2,1,0,0,2,7,0,8,0,1,1,1,4,14,1,46,200,0,5,3,299,Geography.Regions.Europe.Northern_Europe
GünniX,10,11,0,0,1,0,0,3,66,0,39,0,5,1,13,3,12,9,56,10,4,49,6,298,Geography.Regions.Americas.North_America
Rosaelisil4,0,6,0,0,0,0,0,2,0,287,0,0,0,0,0,0,0,0,0,0,0,0,3,298,Geography.Regions.Americas.South_America
Phantomas,2,14,0,0,1,0,0,0,13,4,13,0,3,2,1,1,18,9,65,8,127,15,1,297,Geography.Regions.Europe.Southern_Europe
Кухарь Анатолий,1,0,0,0,0,0,3,1,29,0,37,2,0,48,1,0,1,63,101,2,0,7,0,296,Geography.Regions.Europe.Europe*
IvanScrooge98,1,16,0,0,0,0,0,2,112,2,20,0,2,7,2,2,52,8,37,2,19,11,0,295,Geography.Regions.Americas.North_America
Adelaartjes,1,20,0,0,2,0,0,2,56,17,22,0,12,3,1,5,9,7,34,14,24,52,13,294,Geography.Regions.Americas.North_America
R2d21024,0,1,0,0,1,0,0,2,4,4,6,0,5,2,1,0,9,2,37,6,194,9,9,292,Geography.Regions.Europe.Southern_Europe
Waso99,0,1,0,0,0,0,0,0,0,0,174,0,0,0,0,0,5,105,4,1,0,1,0,291,Geography.Regions.Asia.Asia*
Marval703,0,20,0,0,2,0,0,18,18,88,2,0,4,3,1,1,9,11,51,0,20,42,0,290,Geography.Regions.Americas.South_America
Ekab,0,0,0,0,0,0,0,0,199,3,1,0,2,0,4,1,5,0,31,6,3,34,0,289,Geography.Regions.Americas.North_America
Lesless,4,5,0,0,0,0,0,7,17,2,46,1,5,50,0,1,5,41,72,7,9,11,4,287,Geography.Regions.Europe.Europe*
Wikivid21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,238,0,0,286,Geography.Regions.Europe.Southern_Europe
Krunak,0,0,0,0,0,0,0,0,9,274,2,0,0,0,0,0,0,0,0,0,0,0,0,285,Geography.Regions.Americas.South_America
Chien,0,0,0,0,0,0,0,1,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,284,Geography.Regions.Americas.South_America
Ale300885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,280,0,0,284,Geography.Regions.Europe.Southern_Europe
Vcohen,2,1,0,0,1,0,0,10,3,0,15,0,0,18,0,0,114,26,26,42,20,6,0,284,Geography.Regions.Asia.West_Asia
Nhriber,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,283,Geography.Regions.Americas.South_America
Godevuit,2,4,0,0,0,0,0,0,2,0,36,0,2,105,0,0,1,75,27,2,5,21,1,283,Geography.Regions.Asia.North_Asia
Popik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,199,0,0,0,0,281,Geography.Regions.Europe.Europe*
König der Möwen,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,23,0,3,45,0,280,Geography.Regions.Americas.North_America
Alex NB IT,3,5,0,0,0,0,0,4,6,0,34,0,2,69,1,0,7,73,58,3,5,8,1,279,Geography.Regions.Europe.Eastern_Europe
Revsson,5,6,0,0,0,0,0,0,7,4,6,0,0,0,0,1,2,170,58,2,5,11,2,279,Geography.Regions.Europe.Eastern_Europe
Minorax,1,9,0,0,0,0,0,0,23,2,89,0,17,1,5,3,21,12,58,9,1,27,0,278,Geography.Regions.Asia.Asia*
Wilske,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,10,5,108,13,21,99,9,278,Geography.Regions.Europe.Europe*
WirtschaftswunderD,0,60,0,0,0,0,0,15,10,12,39,0,13,2,1,14,16,15,29,7,15,19,10,277,Geography.Regions.Africa.Africa*
Gleb95,0,3,0,0,0,0,0,0,19,0,34,0,0,42,0,25,0,88,64,0,0,2,0,277,Geography.Regions.Europe.Eastern_Europe
Gigi er Gigliola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,277,Geography.Regions.Europe.Southern_Europe
Okras,0,1,0,0,0,0,0,3,5,2,76,0,7,74,0,0,3,47,52,3,1,3,0,277,Geography.Regions.Asia.Asia*
Riad Salih,0,168,0,0,56,0,0,0,0,0,7,0,0,0,0,0,15,0,9,3,13,4,0,275,Geography.Regions.Africa.Africa*
WeiterWeg,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,4,0,109,0,0,128,0,274,Geography.Regions.Europe.Western_Europe
Geom,7,1,0,0,0,0,0,17,32,62,5,0,3,12,0,0,10,6,42,5,60,9,2,273,Geography.Regions.Americas.South_America
ListzBot,0,6,0,0,1,0,0,0,5,1,5,0,0,2,0,1,9,7,49,176,5,5,1,273,Geography.Regions.Europe.Northern_Europe
JoeyReality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,271,Geography.Regions.Europe.Southern_Europe
Vladimir Solovjev,0,4,0,0,0,0,0,3,12,3,36,0,0,45,0,0,11,51,86,8,1,11,0,271,Geography.Regions.Europe.Europe*
Ontzak,2,2,0,0,3,0,0,7,16,69,3,0,1,2,0,0,0,6,30,6,113,7,3,270,Geography.Regions.Europe.Southern_Europe
Etrusko25,1,15,0,0,0,0,0,0,21,2,15,0,1,0,0,0,34,4,77,0,92,8,0,270,Geography.Regions.Europe.Southern_Europe
Chrisahn,1,2,0,0,0,0,0,0,88,1,28,0,0,0,16,0,6,1,115,2,0,6,3,269,Geography.Regions.Europe.Europe*
Materialscientist,2,11,0,0,0,0,0,2,62,9,41,0,13,2,70,7,1,4,25,5,1,3,10,268,Geography.Regions.Asia.South_Asia
IWL04,1,47,0,0,1,0,0,12,22,10,24,0,4,0,1,5,9,12,36,10,5,57,11,267,Geography.Regions.Europe.Western_Europe
Fgfdgfdgfdgdffdgfdgfdgcddfssdffsdfsdrgfefv,0,1,0,0,0,0,0,0,16,0,3,0,0,244,0,0,0,3,0,0,0,0,0,267,Geography.Regions.Asia.North_Asia
DenSportgladeSkåningen,29,0,0,0,0,0,0,1,2,2,1,0,2,2,0,0,0,1,6,215,2,3,0,266,Geography.Regions.Europe.Northern_Europe
DSan,0,0,0,0,0,0,0,0,0,199,0,0,1,0,0,0,0,0,66,0,0,0,0,266,Geography.Regions.Americas.South_America
Deirdre,0,4,0,0,5,0,0,1,69,6,4,0,0,0,0,0,18,4,74,11,5,63,0,264,Geography.Regions.Europe.Europe*
Arjuno3,5,4,0,0,0,0,0,16,30,76,14,0,5,2,2,2,4,4,33,14,23,29,1,264,Geography.Regions.Americas.South_America
PGS 1984,4,6,0,0,0,0,0,0,5,1,2,0,1,3,0,0,9,16,87,0,127,3,0,264,Geography.Regions.Europe.Southern_Europe
Lucarosty,4,11,0,0,0,0,0,6,23,2,10,0,2,5,0,0,12,4,57,8,109,9,2,264,Geography.Regions.Europe.Southern_Europe
Cossrad,0,0,0,0,0,0,0,0,0,1,18,0,0,5,0,0,0,239,1,0,0,0,0,264,Geography.Regions.Europe.Eastern_Europe
Redaktor GLAM,1,10,0,0,0,0,0,6,7,5,13,0,2,3,4,4,6,86,72,1,9,26,6,261,Geography.Regions.Europe.Eastern_Europe
Baku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,261,Geography.Regions.Europe.Southern_Europe
Mtarch11,10,4,0,0,0,0,0,1,5,4,25,0,4,3,0,0,11,11,76,9,77,14,6,260,Geography.Regions.Europe.Southern_Europe
OkarinSG,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,260,Geography.Regions.Americas.South_America
GAndy,5,3,0,0,0,0,0,2,11,2,52,0,2,48,0,2,6,47,64,6,2,8,0,260,Geography.Regions.Europe.Europe*
Korshunych,1,4,0,0,0,0,0,2,11,4,26,0,2,15,0,0,17,74,79,4,1,14,5,259,Geography.Regions.Europe.Europe*
Paracel63,4,1,0,0,1,0,0,1,9,6,5,0,2,1,1,1,1,6,41,144,16,14,5,259,Geography.Regions.Europe.Northern_Europe
RASHEEDYE,6,35,0,0,17,0,0,3,9,2,58,0,0,0,1,0,98,5,12,2,3,7,0,258,Geography.Regions.Asia.West_Asia
Stauffen,0,0,0,0,0,0,0,0,58,2,1,0,1,0,2,0,8,11,104,1,1,69,0,258,Geography.Regions.Europe.Europe*
LukeWiller,0,2,0,0,0,0,0,0,11,0,28,0,0,3,0,0,0,1,27,0,176,8,0,256,Geography.Regions.Europe.Southern_Europe
Alexander nt,0,2,0,0,0,0,0,0,0,0,47,0,0,163,0,0,0,40,4,0,0,0,0,256,Geography.Regions.Asia.North_Asia
Rijikk,3,0,0,0,0,0,0,0,0,0,16,0,2,6,1,1,203,3,11,1,9,0,0,256,Geography.Regions.Asia.West_Asia
PasqualeIndulgenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,243,2,0,256,Geography.Regions.Europe.Southern_Europe
Davidgutierrezalvarez,0,0,0,0,0,0,0,0,7,237,0,0,0,0,0,0,0,11,0,0,0,0,0,255,Geography.Regions.Americas.South_America
Anual,0,13,0,0,3,0,0,16,21,49,15,0,10,0,0,2,6,8,23,13,52,20,4,255,Geography.Regions.Europe.Southern_Europe
MartinD,0,2,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,2,0,2,243,0,255,Geography.Regions.Europe.Western_Europe
Tohma,0,3,0,0,0,0,0,2,8,4,16,0,0,1,0,0,20,10,84,2,6,98,0,254,Geography.Regions.Europe.Western_Europe
Zala,4,5,0,0,1,1,0,0,8,2,6,0,0,1,1,1,0,132,76,6,2,6,2,254,Geography.Regions.Europe.Eastern_Europe
Roxiffe-bot,0,4,0,0,0,0,0,2,10,1,57,1,4,45,1,1,8,53,48,3,5,10,1,254,Geography.Regions.Asia.Asia*
Abu aamir,2,9,0,0,0,0,0,0,0,0,52,0,1,0,0,0,184,0,0,2,0,0,3,253,Geography.Regions.Asia.West_Asia
TheRichic,0,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,1,64,1,177,0,0,253,Geography.Regions.Europe.Southern_Europe
Urmelbeauftragter,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,7,206,3,0,7,0,253,Geography.Regions.Europe.Europe*
Ciseleur,2,43,0,0,5,0,1,4,21,2,9,0,1,0,1,0,15,8,35,7,10,88,1,253,Geography.Regions.Europe.Western_Europe
RoBri,2,8,0,0,0,1,0,2,25,1,16,0,4,1,0,1,16,9,71,5,11,78,1,252,Geography.Regions.Europe.Western_Europe
NDG,3,9,0,0,0,1,0,0,26,3,17,0,1,3,3,3,12,6,54,7,11,90,2,251,Geography.Regions.Europe.Western_Europe
Liilia Moroz,0,0,0,0,0,0,0,0,9,0,11,0,0,20,0,0,0,18,186,2,0,5,0,251,Geography.Regions.Europe.Europe*
WikiRenen,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,209,0,1,0,251,Geography.Regions.Europe.Northern_Europe
Jossiphon,0,4,0,0,0,0,0,0,0,2,11,0,4,0,0,0,116,1,47,3,22,38,0,248,Geography.Regions.Asia.West_Asia
FrDr,49,0,0,0,0,0,0,1,1,3,6,0,0,0,0,0,0,5,42,48,16,77,0,248,Geography.Regions.Europe.Western_Europe
TandrexBetaV,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,241,1,0,0,0,0,0,247,Geography.Regions.Asia.West_Asia
BenjaBot,1,10,0,0,1,0,0,12,37,93,10,0,4,0,2,1,19,2,19,4,20,9,2,246,Geography.Regions.Americas.South_America
Skranon,0,22,0,0,0,0,0,6,8,6,20,0,13,0,2,5,7,17,54,10,5,62,8,245,Geography.Regions.Europe.Western_Europe
Margo92,7,55,0,2,7,0,0,22,1,11,23,0,2,1,4,8,12,7,30,8,12,24,9,245,Geography.Regions.Africa.Africa*
MCAACM,3,1,0,0,0,0,0,0,22,2,10,0,3,0,0,2,5,6,29,139,9,12,0,243,Geography.Regions.Europe.Northern_Europe
Giorgio Eusebio Petetti,30,1,0,0,0,1,0,0,6,5,24,0,2,0,0,0,0,1,65,0,83,5,19,242,Geography.Regions.Europe.Southern_Europe
ValterVBot,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,2,0,27,1,205,1,0,242,Geography.Regions.Europe.Southern_Europe
Afus199620,42,40,0,0,1,0,0,5,36,4,24,0,6,0,5,10,16,10,12,9,6,11,3,240,Geography.Geographical
Lukas OG,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,240,Geography.Regions.Americas.South_America
Basicowes,1,0,0,0,0,0,0,0,56,0,33,0,0,4,0,0,2,64,62,1,2,15,0,240,Geography.Regions.Europe.Eastern_Europe
Antonio1952,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,97,2,130,2,0,239,Geography.Regions.Europe.Southern_Europe
Schrike,9,2,0,0,3,0,0,4,6,0,30,1,1,77,0,0,1,51,47,0,1,2,4,239,Geography.Regions.Asia.North_Asia
Braganza,0,1,0,0,0,0,0,0,5,4,9,0,0,0,0,0,5,184,1,0,0,29,0,238,Geography.Regions.Europe.Eastern_Europe
JanB46,7,2,0,0,1,0,0,1,5,8,12,0,1,0,4,9,9,1,25,5,7,138,3,238,Geography.Regions.Europe.Western_Europe
Superspritz,1,2,0,0,0,0,0,1,26,5,12,0,3,2,1,0,20,4,76,5,69,10,0,237,Geography.Regions.Europe.Europe*
Danielmoreno4774,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,84,0,126,15,0,237,Geography.Regions.Europe.Southern_Europe
Bertramz,0,56,0,0,0,0,0,5,0,3,44,0,0,1,7,15,33,15,16,0,6,30,5,236,Geography.Regions.Africa.Africa*
At40mha,10,5,0,0,0,0,0,6,29,1,16,0,1,2,0,1,10,4,66,1,4,79,1,236,Geography.Regions.Europe.Western_Europe
Falkmart,0,5,0,0,0,0,0,0,37,0,0,0,0,0,0,0,137,0,10,0,0,47,0,236,Geography.Regions.Asia.West_Asia
82.177.152.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,67,0,0,0,0,236,Geography.Regions.Europe.Eastern_Europe
Mervat,15,40,0,0,9,0,0,6,13,13,40,0,1,1,3,0,24,7,38,8,10,5,2,235,Geography.Regions.Africa.Africa*
W. Edlmeier,0,0,0,0,0,0,0,0,39,0,0,0,0,8,0,0,0,0,97,12,40,39,0,235,Geography.Regions.Europe.Europe*
AxelHH,0,1,0,0,0,0,0,0,20,0,1,0,1,0,0,0,8,0,61,0,0,143,0,235,Geography.Regions.Europe.Western_Europe
حسن علي البط,0,16,0,0,72,0,0,0,5,0,17,1,0,5,1,0,101,0,9,0,0,6,1,234,Geography.Regions.Asia.West_Asia
Justwiki,1,61,0,0,2,0,0,0,0,0,20,0,0,0,0,0,138,2,8,0,0,2,0,234,Geography.Regions.Asia.West_Asia
Boonekamp,1,6,0,0,0,0,0,5,12,5,8,0,5,0,4,3,18,14,53,7,3,84,6,234,Geography.Regions.Europe.Western_Europe
Dash9Z,3,5,0,0,0,0,0,18,67,30,34,0,2,0,3,1,17,4,36,2,2,9,1,234,Geography.Regions.Americas.North_America
Artemis Dread,0,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,4,20,174,0,0,0,0,234,Geography.Regions.Europe.Europe*
